filename, ID, gain (dB), Voltage, Version
20190701T141030.wav,0423322908248129,2.05,3.61,2019-05-28
20190701T141230.wav,0423322908248129,2.05,3.62,2019-05-28
20190701T141430.wav,0423322908248129,2.05,3.66,2019-05-28
20190701T141630.wav,0423322908248129,2.05,3.67,2019-05-28
20190701T141830.wav,0423322908248129,2.05,3.65,2019-05-28
20190701T142030.wav,0423322908248129,2.05,3.65,2019-05-28
20190701T142230.wav,0423322908248129,2.05,3.66,2019-05-28
20190701T142430.wav,0423322908248129,2.05,3.68,2019-05-28
20190701T142630.wav,0423322908248129,2.05,3.71,2019-05-28
20190701T142830.wav,0423322908248129,2.05,3.68,2019-05-28
20190701T143030.wav,0423322908248129,2.05,3.69,2019-05-28
20190701T143230.wav,0423322908248129,2.05,3.68,2019-05-28
20190701T143430.wav,0423322908248129,2.05,3.73,2019-05-28
20190701T143630.wav,0423322908248129,2.05,3.68,2019-05-28
20190701T143830.wav,0423322908248129,2.05,3.67,2019-05-28
20190701T144030.wav,0423322908248129,2.05,3.65,2019-05-28
20190701T144230.wav,0423322908248129,2.05,3.69,2019-05-28
20190701T144430.wav,0423322908248129,2.05,3.65,2019-05-28
20190701T144630.wav,0423322908248129,2.05,3.65,2019-05-28
20190701T144830.wav,0423322908248129,2.05,3.64,2019-05-28
20190701T145030.wav,0423322908248129,2.05,3.67,2019-05-28
20190701T145230.wav,0423322908248129,2.05,3.67,2019-05-28
20190701T145430.wav,0423322908248129,2.05,3.67,2019-05-28
20190701T145630.wav,0423322908248129,2.05,3.67,2019-05-28
20190701T145830.wav,0423322908248129,2.05,3.63,2019-05-28
20190701T150030.wav,0423322908248129,2.05,3.63,2019-05-28
20190701T150230.wav,0423322908248129,2.05,3.69,2019-05-28
20190701T150430.wav,0423322908248129,2.05,3.67,2019-05-28
20190701T150630.wav,0423322908248129,2.05,3.65,2019-05-28
20190701T150830.wav,0423322908248129,2.05,3.66,2019-05-28
20190701T151030.wav,0423322908248129,2.05,3.65,2019-05-28
20190701T151230.wav,0423322908248129,2.05,3.64,2019-05-28
20190701T151430.wav,0423322908248129,2.05,3.66,2019-05-28
20190701T151630.wav,0423322908248129,2.05,3.64,2019-05-28
20190701T151830.wav,0423322908248129,2.05,3.67,2019-05-28
20190701T152030.wav,0423322908248129,2.05,3.64,2019-05-28
20190701T152230.wav,0423322908248129,2.05,3.64,2019-05-28
20190701T152430.wav,0423322908248129,2.05,3.64,2019-05-28
20190701T152630.wav,0423322908248129,2.05,3.67,2019-05-28
20190701T152830.wav,0423322908248129,2.05,3.67,2019-05-28
20190701T153030.wav,0423322908248129,2.05,3.66,2019-05-28
20190701T153230.wav,0423322908248129,2.05,3.59,2019-05-28
20190701T153430.wav,0423322908248129,2.05,3.65,2019-05-28
20190701T153630.wav,0423322908248129,2.05,3.68,2019-05-28
20190701T153830.wav,0423322908248129,2.05,3.63,2019-05-28
20190701T154030.wav,0423322908248129,2.05,3.65,2019-05-28
20190701T154230.wav,0423322908248129,2.05,3.65,2019-05-28
20190701T154430.wav,0423322908248129,2.05,3.66,2019-05-28
