filename, ID, gain (dB), Voltage, Version
20190708T201140.wav,0423322908248198,2.05,3.67,2019-05-28
20190708T201340.wav,0423322908248198,2.05,3.69,2019-05-28
20190708T201540.wav,0423322908248198,2.05,3.58,2019-05-28
20190708T201740.wav,0423322908248198,2.05,3.68,2019-05-28
20190708T201940.wav,0423322908248198,2.05,3.69,2019-05-28
20190708T202140.wav,0423322908248198,2.05,3.65,2019-05-28
20190708T202340.wav,0423322908248198,2.05,3.70,2019-05-28
20190708T202540.wav,0423322908248198,2.05,3.50,2019-05-28
20190708T202740.wav,0423322908248198,2.05,3.69,2019-05-28
20190708T202940.wav,0423322908248198,2.05,3.67,2019-05-28
20190708T203140.wav,0423322908248198,2.05,3.67,2019-05-28
20190708T203340.wav,0423322908248198,2.05,3.65,2019-05-28
20190708T203540.wav,0423322908248198,2.05,3.60,2019-05-28
20190708T203740.wav,0423322908248198,2.05,3.65,2019-05-28
20190708T203940.wav,0423322908248198,2.05,3.60,2019-05-28
20190708T204140.wav,0423322908248198,2.05,3.69,2019-05-28
20190708T204340.wav,0423322908248198,2.05,3.70,2019-05-28
20190708T204540.wav,0423322908248198,2.05,3.65,2019-05-28
20190708T204740.wav,0423322908248198,2.05,3.71,2019-05-28
20190708T204940.wav,0423322908248198,2.05,3.66,2019-05-28
20190708T205140.wav,0423322908248198,2.05,3.68,2019-05-28
20190708T205340.wav,0423322908248198,2.05,3.62,2019-05-28
20190708T205540.wav,0423322908248198,2.05,3.64,2019-05-28
20190708T205740.wav,0423322908248198,2.05,3.60,2019-05-28
20190708T205940.wav,0423322908248198,2.05,3.62,2019-05-28
20190708T210140.wav,0423322908248198,2.05,3.61,2019-05-28
20190708T210340.wav,0423322908248198,2.05,3.65,2019-05-28
20190708T210540.wav,0423322908248198,2.05,3.68,2019-05-28
20190708T210740.wav,0423322908248198,2.05,3.68,2019-05-28
20190708T210940.wav,0423322908248198,2.05,3.56,2019-05-28
20190708T211140.wav,0423322908248198,2.05,3.63,2019-05-28
20190708T211340.wav,0423322908248198,2.05,3.68,2019-05-28
20190708T211540.wav,0423322908248198,2.05,3.67,2019-05-28
20190708T211740.wav,0423322908248198,2.05,3.66,2019-05-28
20190708T211940.wav,0423322908248198,2.05,3.69,2019-05-28
20190708T212140.wav,0423322908248198,2.05,3.66,2019-05-28
20190708T212340.wav,0423322908248198,2.05,3.70,2019-05-28
20190708T212540.wav,0423322908248198,2.05,3.59,2019-05-28
20190708T212740.wav,0423322908248198,2.05,3.64,2019-05-28
20190708T212940.wav,0423322908248198,2.05,3.68,2019-05-28
20190708T213140.wav,0423322908248198,2.05,3.64,2019-05-28
20190708T213340.wav,0423322908248198,2.05,3.59,2019-05-28
20190708T213540.wav,0423322908248198,2.05,3.63,2019-05-28
20190708T213740.wav,0423322908248198,2.05,3.59,2019-05-28
20190708T213940.wav,0423322908248198,2.05,3.66,2019-05-28
20190708T214140.wav,0423322908248198,2.05,3.61,2019-05-28
20190708T214340.wav,0423322908248198,2.05,3.57,2019-05-28
20190708T214540.wav,0423322908248198,2.05,3.64,2019-05-28
20190708T214740.wav,0423322908248198,2.05,3.65,2019-05-28
20190708T214940.wav,0423322908248198,2.05,3.76,2019-05-28
20190708T215140.wav,0423322908248198,2.05,3.72,2019-05-28
20190708T215340.wav,0423322908248198,2.05,3.64,2019-05-28
20190708T215540.wav,0423322908248198,2.05,3.61,2019-05-28
20190708T215740.wav,0423322908248198,2.05,3.67,2019-05-28
20190708T215940.wav,0423322908248198,2.05,3.64,2019-05-28
20190708T220140.wav,0423322908248198,2.05,3.56,2019-05-28
20190708T220340.wav,0423322908248198,2.05,3.63,2019-05-28
20190708T220540.wav,0423322908248198,2.05,3.63,2019-05-28
20190708T220740.wav,0423322908248198,2.05,3.61,2019-05-28
20190708T220940.wav,0423322908248198,2.05,3.60,2019-05-28
20190708T221140.wav,0423322908248198,2.05,3.66,2019-05-28
20190708T221340.wav,0423322908248198,2.05,3.61,2019-05-28
20190708T221540.wav,0423322908248198,2.05,3.69,2019-05-28
20190708T221740.wav,0423322908248198,2.05,3.70,2019-05-28
20190708T221940.wav,0423322908248198,2.05,3.61,2019-05-28
20190708T222140.wav,0423322908248198,2.05,3.63,2019-05-28
20190708T222340.wav,0423322908248198,2.05,3.70,2019-05-28
20190708T222540.wav,0423322908248198,2.05,3.68,2019-05-28
20190708T222740.wav,0423322908248198,2.05,3.69,2019-05-28
20190708T222940.wav,0423322908248198,2.05,3.63,2019-05-28
20190708T223140.wav,0423322908248198,2.05,3.64,2019-05-28
20190708T223340.wav,0423322908248198,2.05,3.67,2019-05-28
20190708T223540.wav,0423322908248198,2.05,3.72,2019-05-28
20190708T223740.wav,0423322908248198,2.05,3.68,2019-05-28
20190708T223940.wav,0423322908248198,2.05,3.68,2019-05-28
20190708T224140.wav,0423322908248198,2.05,3.62,2019-05-28
20190708T224340.wav,0423322908248198,2.05,3.64,2019-05-28
20190708T224540.wav,0423322908248198,2.05,3.61,2019-05-28
20190708T224740.wav,0423322908248198,2.05,3.68,2019-05-28
20190708T224940.wav,0423322908248198,2.05,3.62,2019-05-28
20190708T225140.wav,0423322908248198,2.05,3.59,2019-05-28
20190708T225340.wav,0423322908248198,2.05,3.57,2019-05-28
20190708T225540.wav,0423322908248198,2.05,3.69,2019-05-28
20190708T225740.wav,0423322908248198,2.05,3.60,2019-05-28
20190708T225940.wav,0423322908248198,2.05,3.64,2019-05-28
20190708T230140.wav,0423322908248198,2.05,3.59,2019-05-28
20190708T230340.wav,0423322908248198,2.05,3.70,2019-05-28
20190708T230540.wav,0423322908248198,2.05,3.66,2019-05-28
20190708T230740.wav,0423322908248198,2.05,3.66,2019-05-28
20190708T230940.wav,0423322908248198,2.05,3.68,2019-05-28
20190708T231140.wav,0423322908248198,2.05,3.40,2019-05-28
20190708T231340.wav,0423322908248198,2.05,3.66,2019-05-28
20190708T231540.wav,0423322908248198,2.05,3.65,2019-05-28
20190708T231740.wav,0423322908248198,2.05,3.70,2019-05-28
20190708T231940.wav,0423322908248198,2.05,3.64,2019-05-28
20190708T232140.wav,0423322908248198,2.05,3.71,2019-05-28
20190708T232340.wav,0423322908248198,2.05,3.66,2019-05-28
20190708T232540.wav,0423322908248198,2.05,3.58,2019-05-28
20190708T232740.wav,0423322908248198,2.05,3.69,2019-05-28
20190708T232940.wav,0423322908248198,2.05,3.67,2019-05-28
20190708T233140.wav,0423322908248198,2.05,3.64,2019-05-28
20190708T233340.wav,0423322908248198,2.05,3.63,2019-05-28
20190708T233540.wav,0423322908248198,2.05,3.62,2019-05-28
20190708T233740.wav,0423322908248198,2.05,3.61,2019-05-28
20190708T233940.wav,0423322908248198,2.05,3.63,2019-05-28
20190708T234140.wav,0423322908248198,2.05,3.64,2019-05-28
20190708T234340.wav,0423322908248198,2.05,3.67,2019-05-28
20190708T234540.wav,0423322908248198,2.05,3.66,2019-05-28
20190708T234740.wav,0423322908248198,2.05,3.71,2019-05-28
20190708T234940.wav,0423322908248198,2.05,3.60,2019-05-28
20190708T235140.wav,0423322908248198,2.05,3.56,2019-05-28
20190708T235340.wav,0423322908248198,2.05,3.65,2019-05-28
20190708T235540.wav,0423322908248198,2.05,3.69,2019-05-28
20190708T235740.wav,0423322908248198,2.05,3.68,2019-05-28
20190708T235940.wav,0423322908248198,2.05,3.65,2019-05-28
20190709T000140.wav,0423322908248198,2.05,3.64,2019-05-28
20190709T000340.wav,0423322908248198,2.05,3.65,2019-05-28
20190709T000540.wav,0423322908248198,2.05,3.59,2019-05-28
20190709T000740.wav,0423322908248198,2.05,3.67,2019-05-28
20190709T000940.wav,0423322908248198,2.05,3.61,2019-05-28
20190709T001140.wav,0423322908248198,2.05,3.63,2019-05-28
20190709T001340.wav,0423322908248198,2.05,3.65,2019-05-28
20190709T001540.wav,0423322908248198,2.05,3.66,2019-05-28
20190709T001740.wav,0423322908248198,2.05,3.67,2019-05-28
20190709T001940.wav,0423322908248198,2.05,3.67,2019-05-28
20190709T002140.wav,0423322908248198,2.05,3.47,2019-05-28
20190709T002340.wav,0423322908248198,2.05,3.62,2019-05-28
20190709T002540.wav,0423322908248198,2.05,3.53,2019-05-28
20190709T002740.wav,0423322908248198,2.05,3.59,2019-05-28
20190709T002940.wav,0423322908248198,2.05,3.55,2019-05-28
20190709T003140.wav,0423322908248198,2.05,3.65,2019-05-28
20190709T003340.wav,0423322908248198,2.05,3.63,2019-05-28
20190709T003540.wav,0423322908248198,2.05,3.61,2019-05-28
20190709T003740.wav,0423322908248198,2.05,3.70,2019-05-28
20190709T003940.wav,0423322908248198,2.05,3.67,2019-05-28
20190709T004140.wav,0423322908248198,2.05,3.65,2019-05-28
20190709T004340.wav,0423322908248198,2.05,3.67,2019-05-28
20190709T004540.wav,0423322908248198,2.05,3.67,2019-05-28
20190709T004740.wav,0423322908248198,2.05,3.59,2019-05-28
20190709T004940.wav,0423322908248198,2.05,3.63,2019-05-28
20190709T005140.wav,0423322908248198,2.05,3.71,2019-05-28
20190709T005340.wav,0423322908248198,2.05,3.68,2019-05-28
20190709T005540.wav,0423322908248198,2.05,3.62,2019-05-28
20190709T005740.wav,0423322908248198,2.05,3.67,2019-05-28
20190709T005940.wav,0423322908248198,2.05,3.62,2019-05-28
20190709T010140.wav,0423322908248198,2.05,3.67,2019-05-28
20190709T010340.wav,0423322908248198,2.05,3.71,2019-05-28
20190709T010540.wav,0423322908248198,2.05,3.60,2019-05-28
20190709T010740.wav,0423322908248198,2.05,3.67,2019-05-28
20190709T010940.wav,0423322908248198,2.05,3.65,2019-05-28
20190709T011140.wav,0423322908248198,2.05,3.65,2019-05-28
20190709T011340.wav,0423322908248198,2.05,3.47,2019-05-28
20190709T011540.wav,0423322908248198,2.05,3.64,2019-05-28
20190709T011740.wav,0423322908248198,2.05,3.67,2019-05-28
20190709T011940.wav,0423322908248198,2.05,3.51,2019-05-28
20190709T012140.wav,0423322908248198,2.05,3.59,2019-05-28
20190709T012340.wav,0423322908248198,2.05,3.64,2019-05-28
20190709T012540.wav,0423322908248198,2.05,3.68,2019-05-28
20190709T012740.wav,0423322908248198,2.05,3.57,2019-05-28
20190709T012940.wav,0423322908248198,2.05,3.67,2019-05-28
20190709T013140.wav,0423322908248198,2.05,3.62,2019-05-28
20190709T013340.wav,0423322908248198,2.05,3.66,2019-05-28
20190709T013540.wav,0423322908248198,2.05,3.67,2019-05-28
20190709T013740.wav,0423322908248198,2.05,3.72,2019-05-28
20190709T013940.wav,0423322908248198,2.05,3.69,2019-05-28
20190709T014140.wav,0423322908248198,2.05,3.66,2019-05-28
20190709T014340.wav,0423322908248198,2.05,3.66,2019-05-28
20190709T014540.wav,0423322908248198,2.05,3.66,2019-05-28
20190709T014740.wav,0423322908248198,2.05,3.62,2019-05-28
20190709T014940.wav,0423322908248198,2.05,3.63,2019-05-28
20190709T015140.wav,0423322908248198,2.05,3.44,2019-05-28
20190709T015340.wav,0423322908248198,2.05,3.72,2019-05-28
20190709T015540.wav,0423322908248198,2.05,3.60,2019-05-28
20190709T015740.wav,0423322908248198,2.05,3.72,2019-05-28
20190709T015940.wav,0423322908248198,2.05,3.64,2019-05-28
20190709T020140.wav,0423322908248198,2.05,3.62,2019-05-28
20190709T020340.wav,0423322908248198,2.05,3.63,2019-05-28
20190709T020540.wav,0423322908248198,2.05,3.66,2019-05-28
20190709T020740.wav,0423322908248198,2.05,3.71,2019-05-28
20190709T020940.wav,0423322908248198,2.05,3.53,2019-05-28
20190709T021140.wav,0423322908248198,2.05,3.62,2019-05-28
20190709T021340.wav,0423322908248198,2.05,3.62,2019-05-28
20190709T021540.wav,0423322908248198,2.05,3.62,2019-05-28
20190709T021740.wav,0423322908248198,2.05,3.56,2019-05-28
20190709T021940.wav,0423322908248198,2.05,3.60,2019-05-28
20190709T022140.wav,0423322908248198,2.05,3.69,2019-05-28
20190709T022340.wav,0423322908248198,2.05,3.65,2019-05-28
20190709T022540.wav,0423322908248198,2.05,3.65,2019-05-28
20190709T022740.wav,0423322908248198,2.05,3.63,2019-05-28
20190709T022940.wav,0423322908248198,2.05,3.69,2019-05-28
20190709T023140.wav,0423322908248198,2.05,3.68,2019-05-28
20190709T023340.wav,0423322908248198,2.05,3.57,2019-05-28
20190709T023540.wav,0423322908248198,2.05,3.73,2019-05-28
20190709T023740.wav,0423322908248198,2.05,3.69,2019-05-28
20190709T023940.wav,0423322908248198,2.05,3.62,2019-05-28
20190709T024140.wav,0423322908248198,2.05,3.68,2019-05-28
20190709T024340.wav,0423322908248198,2.05,3.65,2019-05-28
20190709T024540.wav,0423322908248198,2.05,3.59,2019-05-28
20190709T024740.wav,0423322908248198,2.05,3.75,2019-05-28
20190709T024940.wav,0423322908248198,2.05,3.63,2019-05-28
20190709T025140.wav,0423322908248198,2.05,3.62,2019-05-28
20190709T025340.wav,0423322908248198,2.05,3.71,2019-05-28
20190709T025540.wav,0423322908248198,2.05,3.55,2019-05-28
20190709T025740.wav,0423322908248198,2.05,3.66,2019-05-28
20190709T025940.wav,0423322908248198,2.05,3.68,2019-05-28
20190709T030140.wav,0423322908248198,2.05,3.67,2019-05-28
20190709T030340.wav,0423322908248198,2.05,3.68,2019-05-28
20190709T030540.wav,0423322908248198,2.05,3.67,2019-05-28
20190709T030740.wav,0423322908248198,2.05,3.62,2019-05-28
20190709T030940.wav,0423322908248198,2.05,3.69,2019-05-28
20190709T031140.wav,0423322908248198,2.05,3.64,2019-05-28
20190709T031340.wav,0423322908248198,2.05,3.65,2019-05-28
20190709T031540.wav,0423322908248198,2.05,3.68,2019-05-28
20190709T031740.wav,0423322908248198,2.05,3.66,2019-05-28
20190709T031940.wav,0423322908248198,2.05,3.64,2019-05-28
20190709T032140.wav,0423322908248198,2.05,3.63,2019-05-28
20190709T032340.wav,0423322908248198,2.05,3.70,2019-05-28
20190709T032540.wav,0423322908248198,2.05,3.65,2019-05-28
20190709T032740.wav,0423322908248198,2.05,3.57,2019-05-28
20190709T032940.wav,0423322908248198,2.05,3.69,2019-05-28
20190709T033140.wav,0423322908248198,2.05,3.68,2019-05-28
20190709T033340.wav,0423322908248198,2.05,3.66,2019-05-28
20190709T033540.wav,0423322908248198,2.05,3.72,2019-05-28
20190709T033740.wav,0423322908248198,2.05,3.65,2019-05-28
20190709T033940.wav,0423322908248198,2.05,3.66,2019-05-28
20190709T034140.wav,0423322908248198,2.05,3.72,2019-05-28
20190709T034340.wav,0423322908248198,2.05,3.60,2019-05-28
20190709T034540.wav,0423322908248198,2.05,3.69,2019-05-28
20190709T034740.wav,0423322908248198,2.05,3.66,2019-05-28
20190709T034940.wav,0423322908248198,2.05,3.51,2019-05-28
20190709T035140.wav,0423322908248198,2.05,3.65,2019-05-28
20190709T035340.wav,0423322908248198,2.05,3.58,2019-05-28
20190709T035540.wav,0423322908248198,2.05,3.67,2019-05-28
20190709T035740.wav,0423322908248198,2.05,3.64,2019-05-28
20190709T035940.wav,0423322908248198,2.05,3.69,2019-05-28
20190709T040140.wav,0423322908248198,2.05,3.64,2019-05-28
20190709T040340.wav,0423322908248198,2.05,3.68,2019-05-28
20190709T040540.wav,0423322908248198,2.05,3.68,2019-05-28
20190709T040740.wav,0423322908248198,2.05,3.65,2019-05-28
20190709T040940.wav,0423322908248198,2.05,3.72,2019-05-28
20190709T041140.wav,0423322908248198,2.05,3.68,2019-05-28
20190709T041340.wav,0423322908248198,2.05,3.64,2019-05-28
20190709T041540.wav,0423322908248198,2.05,3.62,2019-05-28
20190709T041740.wav,0423322908248198,2.05,3.58,2019-05-28
20190709T041940.wav,0423322908248198,2.05,3.65,2019-05-28
20190709T042140.wav,0423322908248198,2.05,3.68,2019-05-28
20190709T042340.wav,0423322908248198,2.05,3.73,2019-05-28
20190709T042540.wav,0423322908248198,2.05,3.44,2019-05-28
20190709T042740.wav,0423322908248198,2.05,3.59,2019-05-28
20190709T042940.wav,0423322908248198,2.05,3.58,2019-05-28
20190709T043140.wav,0423322908248198,2.05,3.61,2019-05-28
20190709T043340.wav,0423322908248198,2.05,3.68,2019-05-28
20190709T043540.wav,0423322908248198,2.05,3.64,2019-05-28
20190709T043740.wav,0423322908248198,2.05,3.66,2019-05-28
20190709T043940.wav,0423322908248198,2.05,3.71,2019-05-28
20190709T044140.wav,0423322908248198,2.05,3.66,2019-05-28
20190709T044340.wav,0423322908248198,2.05,3.59,2019-05-28
20190709T044540.wav,0423322908248198,2.05,3.65,2019-05-28
20190709T044740.wav,0423322908248198,2.05,3.59,2019-05-28
20190709T044940.wav,0423322908248198,2.05,3.54,2019-05-28
20190709T045140.wav,0423322908248198,2.05,3.67,2019-05-28
20190709T045340.wav,0423322908248198,2.05,3.62,2019-05-28
20190709T045540.wav,0423322908248198,2.05,3.62,2019-05-28
20190709T045740.wav,0423322908248198,2.05,3.60,2019-05-28
20190709T045940.wav,0423322908248198,2.05,3.62,2019-05-28
20190709T050140.wav,0423322908248198,2.05,3.59,2019-05-28
20190709T050340.wav,0423322908248198,2.05,3.68,2019-05-28
20190709T050540.wav,0423322908248198,2.05,3.62,2019-05-28
20190709T050740.wav,0423322908248198,2.05,3.58,2019-05-28
20190709T050940.wav,0423322908248198,2.05,3.67,2019-05-28
20190709T051140.wav,0423322908248198,2.05,3.68,2019-05-28
20190709T051340.wav,0423322908248198,2.05,3.59,2019-05-28
20190709T051540.wav,0423322908248198,2.05,3.61,2019-05-28
20190709T051740.wav,0423322908248198,2.05,3.65,2019-05-28
20190709T051940.wav,0423322908248198,2.05,3.69,2019-05-28
20190709T052140.wav,0423322908248198,2.05,3.65,2019-05-28
20190709T052340.wav,0423322908248198,2.05,3.65,2019-05-28
20190709T052540.wav,0423322908248198,2.05,3.67,2019-05-28
20190709T052740.wav,0423322908248198,2.05,3.62,2019-05-28
20190709T052940.wav,0423322908248198,2.05,3.64,2019-05-28
20190709T053140.wav,0423322908248198,2.05,3.56,2019-05-28
20190709T053340.wav,0423322908248198,2.05,3.64,2019-05-28
20190709T053540.wav,0423322908248198,2.05,3.52,2019-05-28
20190709T053740.wav,0423322908248198,2.05,3.64,2019-05-28
20190709T053940.wav,0423322908248198,2.05,3.65,2019-05-28
20190709T054140.wav,0423322908248198,2.05,3.69,2019-05-28
20190709T054340.wav,0423322908248198,2.05,3.64,2019-05-28
20190709T054540.wav,0423322908248198,2.05,3.62,2019-05-28
20190709T054740.wav,0423322908248198,2.05,3.66,2019-05-28
20190709T054940.wav,0423322908248198,2.05,3.49,2019-05-28
