filename, Voltage, Version,Notes on when things start to get bad
20220527T162015_2614231121589262_2.0.wav,3.75,1/5/2022,
20220527T163016_2614231121589262_2.0.wav,3.78,1/5/2022,
20220527T164016_2614231121589262_2.0.wav,3.77,1/5/2022,
20220527T165016_2614231121589262_2.0.wav,3.79,1/5/2022,
20220527T170016_2614231121589262_2.0.wav,3.75,1/5/2022,
20220527T171018_2614231121589262_2.0.wav,3.79,1/5/2022,
20220527T172018_2614231121589262_2.0.wav,3.79,1/5/2022,
20220527T173018_2614231121589262_2.0.wav,3.79,1/5/2022,
20220527T174018_2614231121589262_2.0.wav,3.79,1/5/2022,
20220527T175019_2614231121589262_2.0.wav,3.79,1/5/2022,
20220527T180019_2614231121589262_2.0.wav,3.79,1/5/2022,
20220527T181019_2614231121589262_2.0.wav,3.78,1/5/2022,
20220527T182019_2614231121589262_2.0.wav,3.78,1/5/2022,
20220527T183021_2614231121589262_2.0.wav,3.78,1/5/2022,
20220527T184021_2614231121589262_2.0.wav,3.77,1/5/2022,
20220527T185021_2614231121589262_2.0.wav,3.74,1/5/2022,
20220527T190021_2614231121589262_2.0.wav,3.78,1/5/2022,
20220527T191022_2614231121589262_2.0.wav,3.75,1/5/2022,
20220527T192022_2614231121589262_2.0.wav,3.77,1/5/2022,
20220527T193022_2614231121589262_2.0.wav,3.76,1/5/2022,
20220527T194022_2614231121589262_2.0.wav,3.77,1/5/2022,
20220527T195022_2614231121589262_2.0.wav,3.78,1/5/2022,
20220527T200022_2614231121589262_2.0.wav,3.78,1/5/2022,
20220527T201023_2614231121589262_2.0.wav,3.77,1/5/2022,
20220527T202023_2614231121589262_2.0.wav,3.74,1/5/2022,
20220527T203023_2614231121589262_2.0.wav,3.75,1/5/2022,
20220527T204023_2614231121589262_2.0.wav,3.73,1/5/2022,
20220527T205025_2614231121589262_2.0.wav,3.76,1/5/2022,
20220527T210025_2614231121589262_2.0.wav,3.75,1/5/2022,
20220527T211025_2614231121589262_2.0.wav,3.77,1/5/2022,
20220527T212027_2614231121589262_2.0.wav,3.77,1/5/2022,
20220527T213027_2614231121589262_2.0.wav,3.77,1/5/2022,
20220527T214027_2614231121589262_2.0.wav,3.73,1/5/2022,
20220527T215027_2614231121589262_2.0.wav,3.76,1/5/2022,
20220527T220028_2614231121589262_2.0.wav,3.75,1/5/2022,
20220527T221028_2614231121589262_2.0.wav,3.76,1/5/2022,
20220527T222028_2614231121589262_2.0.wav,3.74,1/5/2022,
20220527T223028_2614231121589262_2.0.wav,3.73,1/5/2022,
20220527T224028_2614231121589262_2.0.wav,3.74,1/5/2022,
20220527T225029_2614231121589262_2.0.wav,3.75,1/5/2022,
20220527T230029_2614231121589262_2.0.wav,3.77,1/5/2022,
20220527T231032_2614231121589262_2.0.wav,3.78,1/5/2022,
20220527T232032_2614231121589262_2.0.wav,3.74,1/5/2022,
20220527T233034_2614231121589262_2.0.wav,3.76,1/5/2022,
20220527T234034_2614231121589262_2.0.wav,3.75,1/5/2022,
20220527T235034_2614231121589262_2.0.wav,3.74,1/5/2022,
20220528T000034_2614231121589262_2.0.wav,3.72,1/5/2022,
20220528T001036_2614231121589262_2.0.wav,3.72,1/5/2022,
20220528T002036_2614231121589262_2.0.wav,3.74,1/5/2022,
20220528T003036_2614231121589262_2.0.wav,3.73,1/5/2022,
20220528T004037_2614231121589262_2.0.wav,3.72,1/5/2022,
20220528T005040_2614231121589262_2.0.wav,3.73,1/5/2022,
20220528T010040_2614231121589262_2.0.wav,3.77,1/5/2022,
20220528T011040_2614231121589262_2.0.wav,3.78,1/5/2022,
20220528T012040_2614231121589262_2.0.wav,3.76,1/5/2022,
20220528T013041_2614231121589262_2.0.wav,3.72,1/5/2022,
20220528T014041_2614231121589262_2.0.wav,3.73,1/5/2022,
20220528T015041_2614231121589262_2.0.wav,3.72,1/5/2022,
20220528T020041_2614231121589262_2.0.wav,3.73,1/5/2022,
20220528T021043_2614231121589262_2.0.wav,3.71,1/5/2022,
20220528T022043_2614231121589262_2.0.wav,3.71,1/5/2022,
20220528T023043_2614231121589262_2.0.wav,3.72,1/5/2022,
20220528T024044_2614231121589262_2.0.wav,3.7,1/5/2022,
20220528T025044_2614231121589262_2.0.wav,3.71,1/5/2022,
20220528T030044_2614231121589262_2.0.wav,3.73,1/5/2022,
20220528T031044_2614231121589262_2.0.wav,3.74,1/5/2022,
20220528T032052_2614231121589262_2.0.wav,3.75,1/5/2022,
20220528T033052_2614231121589262_2.0.wav,3.75,1/5/2022,
20220528T034052_2614231121589262_2.0.wav,3.72,1/5/2022,
20220528T035053_2614231121589262_2.0.wav,3.74,1/5/2022,
20220528T040053_2614231121589262_2.0.wav,3.7,1/5/2022,
20220528T041053_2614231121589262_2.0.wav,3.69,1/5/2022,
20220528T042053_2614231121589262_2.0.wav,3.68,1/5/2022,
20220528T043053_2614231121589262_2.0.wav,3.68,1/5/2022,
20220528T044053_2614231121589262_2.0.wav,3.71,1/5/2022,
20220528T045054_2614231121589262_2.0.wav,3.7,1/5/2022,
20220528T050054_2614231121589262_2.0.wav,3.67,1/5/2022,
20220528T051054_2614231121589262_2.0.wav,3.69,1/5/2022,
20220528T052054_2614231121589262_2.0.wav,3.7,1/5/2022,
20220528T053054_2614231121589262_2.0.wav,3.72,1/5/2022,
20220528T054055_2614231121589262_2.0.wav,3.71,1/5/2022,
20220528T055055_2614231121589262_2.0.wav,3.72,1/5/2022,
20220528T060055_2614231121589262_2.0.wav,3.7,1/5/2022,
20220528T061055_2614231121589262_2.0.wav,3.67,1/5/2022,
20220528T062055_2614231121589262_2.0.wav,3.64,1/5/2022,
20220528T063056_2614231121589262_2.0.wav,3.62,1/5/2022,
20220528T064056_2614231121589262_2.0.wav,3.62,1/5/2022,
20220528T065100_2614231121589262_2.0.wav,3.6,1/5/2022,
20220528T070103_2614231121589262_2.0.wav,3.65,1/5/2022,
20220528T071103_2614231121589262_2.0.wav,3.65,1/5/2022,
20220528T072103_2614231121589262_2.0.wav,3.63,1/5/2022,
20220528T073103_2614231121589262_2.0.wav,3.67,1/5/2022,
20220528T074104_2614231121589262_2.0.wav,3.64,1/5/2022,
20220528T075104_2614231121589262_2.0.wav,3.68,1/5/2022,
20220528T080104_2614231121589262_2.0.wav,3.65,1/5/2022,
20220528T081108_2614231121589262_2.0.wav,3.59,1/5/2022,
filename, Voltage, Version,
20220528T083350_2614231121589262_2.0.wav,2.8,1/5/2022,
Stopping because Voltage less than 3.0 V,,,
