filename, Voltage, Version,Notes on when things start to get bad
20220526T023743_2614231121589262_2.0.wav,4.06,1/5/2022,
20220526T024743_2614231121589262_2.0.wav,3.99,1/5/2022,
20220526T025743_2614231121589262_2.0.wav,4.01,1/5/2022,
20220526T030744_2614231121589262_2.0.wav,4.01,1/5/2022,
20220526T031744_2614231121589262_2.0.wav,4.04,1/5/2022,
20220526T032744_2614231121589262_2.0.wav,4.03,1/5/2022,
20220526T033744_2614231121589262_2.0.wav,4.02,1/5/2022,
20220526T034744_2614231121589262_2.0.wav,4.07,1/5/2022,
20220526T035744_2614231121589262_2.0.wav,4.03,1/5/2022,
20220526T040744_2614231121589262_2.0.wav,4.04,1/5/2022,
20220526T041744_2614231121589262_2.0.wav,4.01,1/5/2022,
20220526T042744_2614231121589262_2.0.wav,4,1/5/2022,
20220526T043744_2614231121589262_2.0.wav,3.97,1/5/2022,
20220526T044744_2614231121589262_2.0.wav,3.99,1/5/2022,
20220526T045746_2614231121589262_2.0.wav,3.98,1/5/2022,
20220526T050746_2614231121589262_2.0.wav,3.97,1/5/2022,
20220526T051746_2614231121589262_2.0.wav,4.03,1/5/2022,
20220526T052746_2614231121589262_2.0.wav,3.98,1/5/2022,
20220526T053746_2614231121589262_2.0.wav,4.01,1/5/2022,
20220526T054747_2614231121589262_2.0.wav,4.06,1/5/2022,
20220526T055747_2614231121589262_2.0.wav,4.04,1/5/2022,
20220526T060747_2614231121589262_2.0.wav,4,1/5/2022,
20220526T061747_2614231121589262_2.0.wav,3.98,1/5/2022,
20220526T062748_2614231121589262_2.0.wav,4,1/5/2022,
20220526T063749_2614231121589262_2.0.wav,3.98,1/5/2022,
20220526T064749_2614231121589262_2.0.wav,3.96,1/5/2022,
20220526T065749_2614231121589262_2.0.wav,4.01,1/5/2022,
20220526T070749_2614231121589262_2.0.wav,3.97,1/5/2022,
20220526T071749_2614231121589262_2.0.wav,3.97,1/5/2022,
20220526T072749_2614231121589262_2.0.wav,3.98,1/5/2022,
20220526T073749_2614231121589262_2.0.wav,3.98,1/5/2022,
20220526T074751_2614231121589262_2.0.wav,3.97,1/5/2022,
20220526T075751_2614231121589262_2.0.wav,4.01,1/5/2022,
20220526T080751_2614231121589262_2.0.wav,4,1/5/2022,
20220526T081751_2614231121589262_2.0.wav,3.97,1/5/2022,
20220526T082751_2614231121589262_2.0.wav,3.97,1/5/2022,
20220526T083751_2614231121589262_2.0.wav,3.98,1/5/2022,
20220526T084751_2614231121589262_2.0.wav,3.98,1/5/2022,
20220526T085753_2614231121589262_2.0.wav,3.94,1/5/2022,
20220526T090753_2614231121589262_2.0.wav,3.94,1/5/2022,
20220526T091753_2614231121589262_2.0.wav,3.94,1/5/2022,
20220526T092753_2614231121589262_2.0.wav,3.96,1/5/2022,
20220526T093753_2614231121589262_2.0.wav,3.92,1/5/2022,
20220526T094754_2614231121589262_2.0.wav,3.98,1/5/2022,
20220526T095754_2614231121589262_2.0.wav,3.98,1/5/2022,
20220526T100754_2614231121589262_2.0.wav,3.97,1/5/2022,
20220526T101755_2614231121589262_2.0.wav,3.98,1/5/2022,
20220526T102756_2614231121589262_2.0.wav,3.93,1/5/2022,
20220526T103756_2614231121589262_2.0.wav,3.93,1/5/2022,
20220526T104756_2614231121589262_2.0.wav,3.91,1/5/2022,
20220526T105756_2614231121589262_2.0.wav,3.95,1/5/2022,
20220526T110756_2614231121589262_2.0.wav,3.92,1/5/2022,
20220526T111756_2614231121589262_2.0.wav,3.93,1/5/2022,
20220526T112756_2614231121589262_2.0.wav,3.92,1/5/2022,
20220526T113758_2614231121589262_2.0.wav,3.95,1/5/2022,
20220526T114758_2614231121589262_2.0.wav,3.96,1/5/2022,
20220526T115758_2614231121589262_2.0.wav,3.93,1/5/2022,
20220526T120758_2614231121589262_2.0.wav,3.92,1/5/2022,
20220526T121758_2614231121589262_2.0.wav,3.93,1/5/2022,
20220526T122758_2614231121589262_2.0.wav,3.91,1/5/2022,
20220526T123758_2614231121589262_2.0.wav,3.93,1/5/2022,
20220526T124759_2614231121589262_2.0.wav,3.92,1/5/2022,
20220526T125759_2614231121589262_2.0.wav,3.89,1/5/2022,
20220526T130800_2614231121589262_2.0.wav,3.9,1/5/2022,
20220526T131800_2614231121589262_2.0.wav,3.86,1/5/2022,
20220526T132800_2614231121589262_2.0.wav,3.9,1/5/2022,
20220526T133801_2614231121589262_2.0.wav,3.93,1/5/2022,
20220526T134801_2614231121589262_2.0.wav,3.93,1/5/2022,
20220526T135801_2614231121589262_2.0.wav,3.92,1/5/2022,
20220526T140802_2614231121589262_2.0.wav,3.92,1/5/2022,
20220526T141803_2614231121589262_2.0.wav,3.9,1/5/2022,
20220526T142803_2614231121589262_2.0.wav,3.91,1/5/2022,
20220526T143804_2614231121589262_2.0.wav,3.95,1/5/2022,
20220526T144804_2614231121589262_2.0.wav,3.91,1/5/2022,
20220526T145811_2614231121589262_2.0.wav,3.92,1/5/2022,
20220526T150811_2614231121589262_2.0.wav,3.9,1/5/2022,
20220526T151811_2614231121589262_2.0.wav,3.9,1/5/2022,
20220526T152811_2614231121589262_2.0.wav,3.87,1/5/2022,
20220526T153811_2614231121589262_2.0.wav,3.91,1/5/2022,
20220526T154811_2614231121589262_2.0.wav,3.89,1/5/2022,
20220526T155811_2614231121589262_2.0.wav,3.91,1/5/2022,
20220526T160811_2614231121589262_2.0.wav,3.93,1/5/2022,
20220526T161811_2614231121589262_2.0.wav,3.91,1/5/2022,
20220526T162812_2614231121589262_2.0.wav,3.87,1/5/2022,
20220526T163812_2614231121589262_2.0.wav,3.89,1/5/2022,
20220526T164812_2614231121589262_2.0.wav,3.89,1/5/2022,
20220526T165812_2614231121589262_2.0.wav,3.86,1/5/2022,
20220526T170812_2614231121589262_2.0.wav,3.9,1/5/2022,
20220526T171812_2614231121589262_2.0.wav,3.87,1/5/2022,
20220526T172812_2614231121589262_2.0.wav,3.9,1/5/2022,
20220526T173812_2614231121589262_2.0.wav,3.92,1/5/2022,
20220526T174813_2614231121589262_2.0.wav,3.89,1/5/2022,
20220526T175816_2614231121589262_2.0.wav,3.91,1/5/2022,
20220526T180816_2614231121589262_2.0.wav,3.92,1/5/2022,good
20220526T181816_2614231121589262_2.0.wav,3.91,1/5/2022,
20220526T182816_2614231121589262_2.0.wav,3.87,1/5/2022,
20220526T183816_2614231121589262_2.0.wav,3.85,1/5/2022,
20220526T184816_2614231121589262_2.0.wav,3.88,1/5/2022,
20220526T185816_2614231121589262_2.0.wav,3.87,1/5/2022,
20220526T190817_2614231121589262_2.0.wav,3.89,1/5/2022,
20220526T191817_2614231121589262_2.0.wav,3.91,1/5/2022,
20220526T192818_2614231121589262_2.0.wav,3.91,1/5/2022,
20220526T193818_2614231121589262_2.0.wav,3.88,1/5/2022,
20220526T194818_2614231121589262_2.0.wav,3.91,1/5/2022,
20220526T195819_2614231121589262_2.0.wav,3.88,1/5/2022,
20220526T200819_2614231121589262_2.0.wav,3.9,1/5/2022,good
20220526T201819_2614231121589262_2.0.wav,3.87,1/5/2022,
20220526T202823_2614231121589262_2.0.wav,3.86,1/5/2022,
20220526T203824_2614231121589262_2.0.wav,3.87,1/5/2022,
20220526T204824_2614231121589262_2.0.wav,3.89,1/5/2022,
20220526T205824_2614231121589262_2.0.wav,3.86,1/5/2022,
20220526T210824_2614231121589262_2.0.wav,3.86,1/5/2022,
20220526T211824_2614231121589262_2.0.wav,3.88,1/5/2022,
20220526T212824_2614231121589262_2.0.wav,3.92,1/5/2022,
20220526T213824_2614231121589262_2.0.wav,3.88,1/5/2022,
20220526T214824_2614231121589262_2.0.wav,3.85,1/5/2022,
20220526T215826_2614231121589262_2.0.wav,3.88,1/5/2022,
20220526T220826_2614231121589262_2.0.wav,3.87,1/5/2022,good
20220526T221826_2614231121589262_2.0.wav,3.86,1/5/2022,
20220526T222826_2614231121589262_2.0.wav,3.83,1/5/2022,
20220526T223827_2614231121589262_2.0.wav,3.82,1/5/2022,
20220526T224827_2614231121589262_2.0.wav,3.86,1/5/2022,
20220526T225830_2614231121589262_2.0.wav,3.88,1/5/2022,
20220526T230830_2614231121589262_2.0.wav,3.87,1/5/2022,good
20220526T231830_2614231121589262_2.0.wav,3.87,1/5/2022,
20220526T232830_2614231121589262_2.0.wav,3.83,1/5/2022,
20220526T233830_2614231121589262_2.0.wav,3.85,1/5/2022,
20220526T234831_2614231121589262_2.0.wav,3.84,1/5/2022,
20220526T235832_2614231121589262_2.0.wav,3.84,1/5/2022,Noise spiking from hydrophone
20220527T000832_2614231121589262_2.0.wav,3.78,1/5/2022,Noise spiking from hydrophone
20220527T001835_2614231121589262_2.0.wav,3.82,1/5/2022,
20220527T002835_2614231121589262_2.0.wav,3.8,1/5/2022,
20220527T003836_2614231121589262_2.0.wav,3.77,1/5/2022,
20220527T004837_2614231121589262_2.0.wav,3.8,1/5/2022,
20220527T005837_2614231121589262_2.0.wav,3.83,1/5/2022,
20220527T010837_2614231121589262_2.0.wav,3.8,1/5/2022,
20220527T011838_2614231121589262_2.0.wav,3.82,1/5/2022,
20220527T012838_2614231121589262_2.0.wav,3.86,1/5/2022,
20220527T013838_2614231121589262_2.0.wav,3.78,1/5/2022,
20220527T014838_2614231121589262_2.0.wav,3.82,1/5/2022,
20220527T015839_2614231121589262_2.0.wav,3.79,1/5/2022,
20220527T020840_2614231121589262_2.0.wav,3.75,1/5/2022,
20220527T021840_2614231121589262_2.0.wav,3.81,1/5/2022,
20220527T022840_2614231121589262_2.0.wav,3.78,1/5/2022,
20220527T023842_2614231121589262_2.0.wav,3.78,1/5/2022,
20220527T024842_2614231121589262_2.0.wav,3.8,1/5/2022,
20220527T025842_2614231121589262_2.0.wav,3.79,1/5/2022,
20220527T030842_2614231121589262_2.0.wav,3.84,1/5/2022,
20220527T031842_2614231121589262_2.0.wav,3.81,1/5/2022,
20220527T032842_2614231121589262_2.0.wav,3.8,1/5/2022,
20220527T033843_2614231121589262_2.0.wav,3.8,1/5/2022,
20220527T034843_2614231121589262_2.0.wav,3.79,1/5/2022,
20220527T035844_2614231121589262_2.0.wav,3.75,1/5/2022,
20220527T040845_2614231121589262_2.0.wav,3.77,1/5/2022,
20220527T041845_2614231121589262_2.0.wav,3.78,1/5/2022,
20220527T042845_2614231121589262_2.0.wav,3.77,1/5/2022,
20220527T043845_2614231121589262_2.0.wav,3.77,1/5/2022,
20220527T044845_2614231121589262_2.0.wav,3.78,1/5/2022,
20220527T045845_2614231121589262_2.0.wav,3.78,1/5/2022,
20220527T050846_2614231121589262_2.0.wav,3.8,1/5/2022,
20220527T051846_2614231121589262_2.0.wav,3.78,1/5/2022,
20220527T052846_2614231121589262_2.0.wav,3.81,1/5/2022,
20220527T053846_2614231121589262_2.0.wav,3.78,1/5/2022,
20220527T054846_2614231121589262_2.0.wav,3.81,1/5/2022,
20220527T055848_2614231121589262_2.0.wav,3.73,1/5/2022,
20220527T060848_2614231121589262_2.0.wav,3.75,1/5/2022,
20220527T061848_2614231121589262_2.0.wav,3.79,1/5/2022,
20220527T062848_2614231121589262_2.0.wav,3.79,1/5/2022,
20220527T063848_2614231121589262_2.0.wav,3.77,1/5/2022,
20220527T064849_2614231121589262_2.0.wav,3.76,1/5/2022,
20220527T065852_2614231121589262_2.0.wav,3.78,1/5/2022,
20220527T070852_2614231121589262_2.0.wav,3.79,1/5/2022,
20220527T071852_2614231121589262_2.0.wav,3.76,1/5/2022,
20220527T072852_2614231121589262_2.0.wav,3.77,1/5/2022,
20220527T073853_2614231121589262_2.0.wav,3.77,1/5/2022,
20220527T074853_2614231121589262_2.0.wav,3.75,1/5/2022,
20220527T075853_2614231121589262_2.0.wav,3.8,1/5/2022,
20220527T080853_2614231121589262_2.0.wav,3.73,1/5/2022,
20220527T081853_2614231121589262_2.0.wav,3.74,1/5/2022,
20220527T082853_2614231121589262_2.0.wav,3.75,1/5/2022,
20220527T083853_2614231121589262_2.0.wav,3.76,1/5/2022,
20220527T084854_2614231121589262_2.0.wav,3.75,1/5/2022,
20220527T085857_2614231121589262_2.0.wav,3.77,1/5/2022,
20220527T090857_2614231121589262_2.0.wav,3.78,1/5/2022,
20220527T091857_2614231121589262_2.0.wav,3.76,1/5/2022,
20220527T092857_2614231121589262_2.0.wav,3.74,1/5/2022,
20220527T093858_2614231121589262_2.0.wav,3.74,1/5/2022,
20220527T094858_2614231121589262_2.0.wav,3.77,1/5/2022,
20220527T095858_2614231121589262_2.0.wav,3.78,1/5/2022,
20220527T100858_2614231121589262_2.0.wav,3.74,1/5/2022,
20220527T101858_2614231121589262_2.0.wav,3.72,1/5/2022,
20220527T102858_2614231121589262_2.0.wav,3.75,1/5/2022,
20220527T103902_2614231121589262_2.0.wav,3.75,1/5/2022,
20220527T104902_2614231121589262_2.0.wav,3.72,1/5/2022,
20220527T105902_2614231121589262_2.0.wav,3.74,1/5/2022,
20220527T110902_2614231121589262_2.0.wav,3.77,1/5/2022,
20220527T111902_2614231121589262_2.0.wav,3.78,1/5/2022,
20220527T112903_2614231121589262_2.0.wav,3.8,1/5/2022,
20220527T113903_2614231121589262_2.0.wav,3.79,1/5/2022,
20220527T114903_2614231121589262_2.0.wav,3.76,1/5/2022,
20220527T115903_2614231121589262_2.0.wav,3.77,1/5/2022,
20220527T120903_2614231121589262_2.0.wav,3.74,1/5/2022,
20220527T121903_2614231121589262_2.0.wav,3.74,1/5/2022,
20220527T122904_2614231121589262_2.0.wav,3.74,1/5/2022,
20220527T123904_2614231121589262_2.0.wav,3.76,1/5/2022,
20220527T124904_2614231121589262_2.0.wav,3.72,1/5/2022,
20220527T125904_2614231121589262_2.0.wav,3.75,1/5/2022,
20220527T130904_2614231121589262_2.0.wav,3.77,1/5/2022,
20220527T131904_2614231121589262_2.0.wav,3.76,1/5/2022,
20220527T132905_2614231121589262_2.0.wav,3.72,1/5/2022,
20220527T133905_2614231121589262_2.0.wav,3.76,1/5/2022,
20220527T134905_2614231121589262_2.0.wav,3.76,1/5/2022,
20220527T135905_2614231121589262_2.0.wav,3.74,1/5/2022,
20220527T140905_2614231121589262_2.0.wav,3.74,1/5/2022,
20220527T141906_2614231121589262_2.0.wav,3.75,1/5/2022,
20220527T142906_2614231121589262_2.0.wav,2.97,1/5/2022,
Stopping because Voltage less than 3.0 V,,,
filename, Voltage, Version,
20220527T143950_2614231121589262_2.0.wav,3.85,1/5/2022,
20220527T145011_2614231121589262_2.0.wav,3.78,1/5/2022,
20220527T150011_2614231121589262_2.0.wav,3.79,1/5/2022,
20220527T151014_2614231121589262_2.0.wav,3.8,1/5/2022,
20220527T152014_2614231121589262_2.0.wav,3.82,1/5/2022,
20220527T153015_2614231121589262_2.0.wav,3.8,1/5/2022,
20220527T154015_2614231121589262_2.0.wav,3.8,1/5/2022,
20220527T155015_2614231121589262_2.0.wav,3.79,1/5/2022,
20220527T160015_2614231121589262_2.0.wav,3.8,1/5/2022,
20220527T161015_2614231121589262_2.0.wav,3.79,1/5/2022,
